fixed acidity,volatile acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,alcohol,quality
7.4,0.32,16.6,53,238,8.7,6
8.5,0.17,1,13,91,10.1,5
8.5,0.17,1,13,91,10.1,5
9.5,0.21,1.3,21,123,9.5,5
8.2,0.21,1.4,11,99,9.9,5
7.4,0.32,16.6,53,238,8.7,6
6.8,0.31,6.9,50,173,9,5
6.8,0.27,13.3,50,163,8.6,6
7.4,0.21,8.1,13,114,10.5,6
8,0.23,9.2,53,186,9.5,7
7.6,0.2,1.4,41,142,10.1,6
6.3,0.41,3.2,49,164,11.7,7
8.3,0.49,2.5,32,116,10.7,6
6.3,0.41,3.2,49,164,11.7,7
7.6,0.2,4.5,37,133,9.2,5
7.5,0.26,18.35,33,139,8.8,5
7.5,0.26,18.35,33,139,8.8,5
6.8,0.27,7.8,76,197,9.5,6
6.8,0.28,7,35,208,10.2,5
8.4,0.2,6.3,30,143,9.1,6
7.9,0.33,1.2,23,103,10.5,6
7.5,0.38,12.8,57,184,9,6
7.6,0.2,14.2,53,212.5,8.9,8
7.6,0.2,14.2,53,212.5,8.9,8
7.6,0.2,14.2,53,212.5,8.9,8
7.6,0.2,14.2,53,212.5,8.9,8
7.6,0.2,14.2,53,212.5,8.9,8
8.1,0.19,16.65,48,181,9.1,6
7.6,0.16,1.9,27,151,10.1,6
8.1,0.22,7.7,57,176,10,5
8,0.22,10.4,63,201,9.5,6
7.1,0.33,3.3,30,102,12.3,7
6.4,0.43,1.1,5,110,9.1,4
7.6,0.2,14.2,53,212.5,8.9,8
7,0.12,6.3,17,103,9.6,5
7.4,0.3,5.25,33,180,11.6,6
7,0.28,14.6,47,168,8.8,6
8.4,0.2,11.8,51,170,8.9,6
7,0.28,14.6,47,168,8.8,6
8.4,0.2,11.8,51,170,8.9,6
8.4,0.2,11.8,51,170,8.9,6
7.3,0.18,17.3,32,197,9,6
6.8,0.31,1.4,56,145,10,5
6.7,0.31,1.3,58,147,10,5
7.6,0.17,1.6,43,154,11.1,6
7.4,0.3,5.25,33,180,11.6,6
7.4,0.26,2.4,58,178,10.6,6
7,0.28,14.6,47,168,8.8,6
8.4,0.2,11.8,51,170,8.9,6
5.6,0.18,1.5,16,84,10.1,6
7.2,0.15,1.8,21,159,10,5
8,0.4,7.7,27,98,12.2,7
7,0.25,2,20,95,11,6
7.2,0.15,1.8,21,159,10,5
6.8,0.18,1.4,37,160,11.1,5
6.6,0.32,16.7,38,133,10.4,6
9,0.55,8.1,14,71,11.8,5
6.9,0.19,8,22,84,10.8,6
6.3,0.41,4.7,28,110,12.5,7
9,0.55,8.1,14,71,11.8,5
7,0.2,2.1,12,136,11.6,7
6.6,0.32,16.7,38,133,10.4,6
7.7,0.26,6.4,36,163,11.5,6
6.3,0.21,1.5,46,142,10.1,6
7.6,0.34,7.6,45,215,9.2,6
6.3,0.21,1.5,46,142,10.1,6
8,0.43,12.4,29,190,9.2,5
7.5,0.3,1.3,44,149,8.9,5
6.4,0.26,1.7,5,60,10.1,5
6.9,0.32,8.1,51,180,8.9,5
8.9,0.21,7.1,33,150,9.7,6
7.6,0.34,7.6,45,215,9.2,6
9.5,0.42,2.3,22,145,11,6
7.6,0.29,6.5,32,160,10.7,5
6.5,0.25,1.4,29,101,10.8,6
7.2,0.23,12.7,50,183,9.8,5
7.9,0.35,1.6,11,124,11,5
8.8,0.2,1.1,18,72,10.4,5
5.7,0.27,1.2,20,155,10.2,6
7.6,0.29,6.5,32,160,10.7,5
5.5,0.14,4.6,22,104,9,5
8.7,0.24,0.6,11,71,10.6,5
6.7,0.3,10.6,56,212,9.5,6
5.5,0.14,4.6,22,104,9,5
5.6,0.13,4.8,22,104,9.2,6
7.4,0.18,2.7,30,107,11,6
5.7,0.385,12.6,22,115,9.9,6
8.7,0.24,0.6,11,71,10.6,5
8.3,0.33,9.2,22,126,9.3,5
6.8,0.34,6.6,28,156,9.6,5
6.8,0.33,7,29,155,9.5,5
6.3,0.28,8.45,32,172,9.7,7
11.8,0.23,11.1,15,123,9.7,3
6.8,0.21,18.15,41,146,8.7,5
6.8,0.21,18.15,41,146,8.7,5
8.6,0.485,4.1,19,101,12.4,5
8.6,0.485,4.1,19,101,12.4,5
7.3,0.29,4.6,27,155,10.6,6
6.8,0.21,18.15,41,146,8.7,5
6.7,0.31,4.9,20,151,12,7
7.3,0.29,8.3,45,227,9,5
5.7,0.46,1.4,31,169,8.8,5
6.8,0.28,11.5,58,223,9.5,5
6.7,0.23,1.8,23,96,10.8,6
6.9,0.17,1.6,34,132,11.4,5
7.6,0.18,2.4,38,123,10.3,5
6.6,0.22,4.9,51,180,9.5,6
7.8,0.27,1.8,21,127,9.9,5
7.7,0.28,4.3,25,142,10.2,5
7.6,0.29,4.4,26,146,10.2,5
5.7,0.32,1.4,26,104,11,6
7.1,0.33,1.6,25,126,12.1,7
7.3,0.34,1.3,25,173,9.1,6
6.5,0.19,5.2,31,140,9.5,6
6.6,0.23,5.6,43,164,9.5,5
6.6,0.27,5.3,57,189,9.8,5
6.6,0.22,4.9,51,180,9.5,6
7.6,0.18,2.4,38,123,10.3,5
6.8,0.36,1.6,10,124,9.6,5
7,0.22,2.1,39,198,10.2,6
5.9,0.17,1.4,25,119,10.5,6
7.4,0.45,7.1,17,117,10.4,4
6.8,0.36,1.6,10,124,9.6,5
7.5,0.42,10.7,18,95,10.7,5
7.5,0.33,11.1,25,119,10.5,6
9.4,0.3,10.7,14,111,10.6,5
7.9,0.17,1.6,47,150,9.6,6
7.9,0.17,1.6,47,150,9.6,6
8.2,0.17,1.5,17,101,9.5,5
8.3,0.17,1.5,48,153,9.4,6
8.7,0.15,1.6,29,130,9.8,6
7.9,0.17,1.6,47,150,9.6,6
7.2,0.25,8,51,172,9.2,5
7.2,0.24,7.7,53,176,9.5,5
5.3,0.76,2.7,27,93,9.2,5
6.6,0.22,15.1,22,136,9.4,5
6.6,0.22,15.1,22,136,9.4,5
8.4,0.28,8.9,33,146,9.3,5
6.8,0.32,6,5,129,9.1,5
6.7,0.24,12.3,31,145,9.5,5
7.4,0.18,13.1,72,163,9.1,6
6,0.16,6.7,43,153,10.6,5
6.7,0.24,12.3,31,145,9.5,5
6.8,0.28,2.3,16,85,12.4,6
6.2,0.34,11.1,28,237,8.7,5
6,0.27,1.5,35,128,8.8,5
6,0.16,6.7,43,153,10.6,5
6.8,0.32,6,5,129,9.1,5
8.5,0.24,15.2,40,234,9,5
8.1,0.24,10.2,46,141,10.3,6
7.4,0.18,13.1,72,163,9.1,6
7.7,0.23,10.7,59,186,9.5,6
6.5,0.22,17.1,44,138,8.8,5
6.5,0.22,17.1,44,138,8.8,5
6.5,0.22,17.1,44,138,8.8,5
5.7,0.33,1.9,20,93,9.9,5
7.7,0.23,10.7,59,186,9.5,6
6.5,0.22,17.1,44,138,8.8,5
6.8,0.2,1.2,19,68,11.7,4
7.7,0.26,1.2,26,117,10.8,5
6.4,0.2,3.1,18,126,12,6
8,0.16,1.5,14,122,10.3,4
6.8,0.25,10.7,47,154,9,5
7.7,0.39,4.9,36,109,12.2,7
6.9,0.26,12.6,59,173,9.9,5
6.8,0.25,10.7,47,154,9,5
7.7,0.39,4.9,36,109,12.2,7
6,0.28,12.15,42,163,10.1,5
6.5,0.43,12,23,174,9.3,5
9.1,0.33,1.7,50.5,344,9.5,5
5.9,0.5,2.6,36,146,9.2,6
6.8,0.28,1.4,15,115,11.7,5
7,0.35,1.9,21,144,11,5
7.1,0.22,16.9,49,158,9.6,6
7.1,0.22,16.9,49,158,9.6,6
8.3,0.24,2.1,22,162,11.9,6
6.8,0.26,7,38,118,10.8,6
7.2,0.16,7.1,41,224,10.1,5
7.9,0.18,5.9,31,132,10.9,6
7.2,0.16,7.1,41,224,10.1,5
5.5,0.24,8.7,19,102,10.4,5
7.1,0.33,13.2,12,105,9.2,5
7.7,0.28,15.3,31,117,9.6,5
7.7,0.28,15.3,31,117,9.6,5
7.5,0.26,13.2,64,179,9,5
6.5,0.14,2.7,18,89,11.5,7
8.2,0.21,10.65,53,145,10.2,6
7.2,0.2,10,49,165,9.9,6
7.2,0.115,6.8,26,105,9.6,6
6.4,0.29,15.6,20,142,10.6,5
7.1,0.33,13.2,12,105,9.2,5
6.8,0.24,5.1,31,99,11.8,6
7,0.24,3,36,102,12.2,6
7.7,0.28,15.3,31,117,9.6,5
7,0.22,2.1,15,76,10.6,6
7.5,0.18,1.9,23,91,10.3,6
9.8,0.93,8.6,34,187,10.2,4
7.8,0.29,8.75,33,181,10.7,5
7.9,0.28,3.6,9,76,11.7,4
8.5,0.25,4.7,31,92,12,6
7.4,0.18,1.3,26,105,10.6,6
6.3,0.24,1.8,6,61,12.2,4
6,0.33,9.7,29,124,11,6
6.8,0.37,4,29,79,12.4,7
9.9,0.49,2.4,19,115,9.4,6
8.5,0.25,4.7,31,92,12,6
8.4,0.22,18.8,55,130,11.6,5
7,0.35,1.8,15,162,9.4,5
7,0.35,1.8,15,162,9.4,5
7.4,0.19,12.8,48.5,229,9.1,7
7.4,0.19,12.8,48.5,229,9.1,7
7.4,0.19,12.8,48.5,229,9.1,7
7.4,0.19,12.8,48.5,229,9.1,7
7.4,0.19,12.8,48.5,229,9.1,7
6.9,0.32,7.8,11,117,9.2,5
7.6,0.32,16.75,43,163,9.2,5
7.4,0.19,12.8,48.5,229,9.1,7
7.4,0.19,12.8,48.5,212,9.1,7
6.9,0.32,7.8,11,117,9.2,5
6,0.34,5.4,23,126,9,7
7.6,0.32,16.75,43,163,9.2,5
7.7,0.24,1.3,33,106,10.8,6
8,0.36,10.1,29,146,9.5,6
7.4,0.29,3.8,30,114,11,6
6.6,0.32,10.9,37,146,10,5
6.3,0.3,6.6,38,141,9.5,5
6.4,0.33,9.8,29,109,10.1,6
7.5,0.18,11.7,24,94,9.5,7
6.5,0.39,1.2,14,74,9.5,5
6.8,0.25,1.4,13,137,9.5,5
6.4,0.18,9.6,24,90,9.4,6
7.1,0.18,12.2,36,125,9.4,6
7.6,0.27,2.6,29,110,12.7,6
9.2,0.23,10.7,34,145,9.7,5
7.9,0.28,4.9,31,153,9.7,6
7.1,0.18,12.2,36,125,9.4,6
6.4,0.18,9.6,24,90,9.4,6
6.8,0.25,1.4,13,137,9.5,5
7,0.22,1.1,20,71,11.7,6
7.3,0.18,1,26,101,11.7,6
7.1,0.26,8.2,53,187,9.7,5
6.6,0.25,11.3,77,231,9.5,6
6.4,0.24,7.3,31,157,9.1,5
6,0.28,2.3,23,147,10.3,6
7.1,0.26,8.2,53,187,9.7,5
7.8,0.24,2.1,14,167,9.9,5
7.6,0.27,2,19,175,9.9,5
7.7,0.39,10,35,178,10.2,5
8.9,0.24,15.75,16,132,12.1,6
6.6,0.23,3.9,36,138,11.3,7
7.1,0.26,2,13,128,11.4,5
7,0.32,1.5,24,125,12.2,6
7.4,0.24,1.6,53,150,9.9,7
6.9,0.21,1.4,35,136,10.3,6
7,0.32,1.5,24,125,12.2,6
7.4,0.17,1.4,23,107,10.4,6
7.1,0.26,2,13,128,11.4,5
8.5,0.28,13.8,32,161,9.9,6
7.8,0.3,1.3,16,96,10,5
8.1,0.25,3.8,18,129,11.5,6
7.7,0.28,6.9,29,163,10.5,6
6.5,0.24,2.2,36,134,12.5,7
7,0.22,1.6,40,120,10.5,6
8.5,0.28,13.8,32,161,9.9,6
8,0.45,10.8,25,157,11.4,7
6.9,0.23,12.8,44,169,9.8,6
8,0.45,10.8,25,157,11.4,7
7.6,0.23,15.3,32,166,9.2,4
7.7,0.28,12.1,60,177,8.9,5
7.7,0.27,12,64,179,8.9,5
7.1,0.2,11.6,45,124,9.5,7
6.9,0.25,9.2,42,150,11.5,6
7.1,0.2,11.6,45,124,9.5,7
6.9,0.25,9.2,42,150,11.5,6
8.4,0.2,2.8,16,89,9.5,6
6.5,0.39,1.6,10,164,9.7,5
7.2,0.23,6.1,20,90,9.7,5
6.9,0.44,8.5,10,147,9.5,6
7.1,0.28,7.8,48,184,9.4,5
6.4,0.34,14.9,37,162,9,4
6.1,0.15,6.2,39,151,10.6,6
6.9,0.44,8.5,10,147,9.5,6
7.2,0.29,8.2,41,180,9.1,5
7.1,0.28,7.8,48,184,9.4,5
6.1,0.23,10.6,49,169,8.8,5
6.7,0.23,11.2,52,171,10.4,5
7,0.36,11.6,35,228,8.9,5
7.5,0.31,7.1,28,141,10.6,7
6.4,0.34,14.9,37,162,9,4
6.1,0.15,6.2,39,151,10.6,6
7.4,0.2,1.7,16,100,10.6,6
6.3,0.27,7.7,45,186,9,5
9.2,0.34,17.3,46,235,8.8,6
7.4,0.18,1.4,34,101,10.5,7
7.2,0.29,7.7,51,174,9.5,5
6.3,0.27,7.7,45,186,9,5
6.2,0.26,3.4,47,172,10.4,6
7.3,0.21,1.6,35,133,10,6
7.1,0.14,1.4,24,128,10.4,5
7.2,0.39,1.4,34,132,9,6
7.6,0.48,10.4,57,205,9.3,5
7.2,0.39,1.4,34,132,9,6
7.6,0.48,10.4,57,205,9.3,5
6.5,0.36,4.1,20,134,9,6
8.5,0.25,2.8,11,61,11.5,6
6.9,0.3,15.7,49,159,9,5
6.6,0.19,10.9,53,154,10.4,6
6.9,0.3,15.7,49,159,9,5
9.4,0.42,6.5,20,167,10.6,5
6.6,0.19,10.9,53,154,10.4,6
6.3,0.2,5.9,35,152,8.5,6
8.5,0.19,17.3,47,169,9.3,6
7.3,0.19,1.4,41,107,10.5,7
6.7,0.25,13.5,50,156,9.9,6
6.2,0.25,8.5,28,108,10.4,6
6.1,0.46,6.2,10,94,10.1,5
7.3,0.19,1.4,41,107,10.5,7
7.5,0.29,14.95,47,178,9.2,4
6.7,0.31,7.7,57,200,9.4,6
7.4,0.14,1.3,25,91,10.6,6
6.7,0.31,7.7,57,200,9.4,6
7.1,0.4,1.3,45,149,8.7,5
6.4,0.16,1.3,20,77,10.2,6
6.3,0.16,1.3,18,66,10.3,6
7.4,0.33,15.6,67,210,9.5,5
7.4,0.33,15.6,67,210,9.5,5
7.4,0.33,15.6,67,210,9.5,5
7.4,0.33,15.6,67,210,9.5,5
6.6,0.41,4.9,47,144,9.4,5
6.7,0.43,5,49,145,9.4,5
7.4,0.33,15.6,67,210,9.5,5
7.3,0.4,6.5,26,97,12.6,7
7.4,0.18,1.4,21,106,10.5,7
8.6,0.17,2.7,38,150,10.8,6
6.5,0.32,1.2,39,208,9.9,6
7.3,0.4,6.5,26,97,12.6,7
7,0.32,6.4,38,115,12.2,7
7.5,0.42,6.9,62,150,10,6
6.9,0.28,7.2,47,168,10.6,7
6.5,0.29,10.6,66,202,9.5,6
6.3,0.41,3.5,23,109,12.8,8
7,0.32,6.4,38,115,12.2,7
7.3,0.3,2.3,28,125,12.6,7
6.6,0.22,12.05,25,125,9.4,5
6,0.26,7,50,194,9,5
6.9,0.44,11.8,26,126,9.1,5
7.5,0.42,1.4,15,168,9.4,6
7,0.36,5,40,143,12.2,7
5.6,0.295,2.2,18,134,10,5
6.8,0.21,14.6,34,159,9.2,5
9.4,0.28,1.6,36,139,9.3,5
8.1,0.28,1.3,11,126,9.8,6
6.8,0.21,14.6,34,159,9.2,5
7,0.22,2.8,44,132,12,7
9.4,0.28,1.6,36,139,9.3,5
6.8,0.32,3.3,15,80,12.6,7
7,0.19,6.3,42,127,12.2,6
7.7,0.42,8.1,49,144,11,6
7.4,0.2,1.6,34,116,12,7
7.5,0.24,10.6,51,153,8.8,5
7.5,0.26,11.8,58,164,8.9,4
6.6,0.4,1.7,39,84,12.7,7
8,0.2,8.1,42,130,11.8,6
4.6,0.445,1.4,11,178,10.2,5
6.1,0.41,1.3,23,121,9.9,6
7.6,0.2,1.8,42,148,11.1,6
6.9,0.3,7.2,54,190,9.4,5
7,0.35,1.1,7,119,9.7,6
6.9,0.35,11.95,22,111,9.7,5
7,0.35,1.1,7,119,9.7,6
6.9,0.35,11.95,22,111,9.7,5
7.6,0.3,2.2,29,175,9.8,5
7.5,0.38,12.7,25,209,9.3,6
7.5,0.3,1.4,31,161,10.5,5
6.3,0.4,10.6,38,209,9.3,6
6.8,0.37,1.9,64,106,12.6,8
7.5,0.23,17.8,128,212,8.9,5
8.3,0.27,10.2,50,118,10.3,5
6.8,0.26,4.8,110,198,10.6,5
6.5,0.28,9.8,61,180,9,4
7.2,0.34,8.4,40,167,9.7,5
7,0.23,7.2,21,90,9.5,6
7.7,0.29,4.8,27,156,10.3,6
7.2,0.34,8.4,40,167,9.7,5
7.7,0.4,4.5,27,95,12.3,8
6.7,0.17,1.4,39,149,10.5,5
7,0.23,7.2,21,90,9.5,6
8.1,0.24,11,41,211,10,6
7.7,0.28,11.1,58,179,8.8,4
7.5,0.23,2.6,24,98,10.9,6
8.3,0.26,2,14,141,12.2,6
7.9,0.46,10.1,19,184,9.5,5
7.9,0.31,13.3,46,212,10,5
7.9,0.25,11.4,53,202,9.6,6
6.1,0.28,1.3,36,126,8.7,6
7,0.18,1.4,46,89,10.7,7
6.5,0.21,1.4,26,66,11.1,6
7.6,0.48,7,14,130,12.5,7
7.1,0.34,2,29,130,10.4,6
8.9,0.21,1.2,20,93,11.5,5
7.4,0.32,12.9,60,221,9.4,5
6,0.495,5,17,129,9.3,5
8.1,0.25,10.1,30,121,10.1,6
8.2,0.25,3.75,14,102,9.7,5
6.5,0.18,1.7,39,144,10.5,6
6.7,0.24,12.6,44,182,9.7,5
6.6,0.32,1.3,42.5,204,9.2,5
7.6,0.32,1.6,24,138,9.8,5
7.4,0.33,7.6,40,227,9,5
7.2,0.3,8.1,40,188,9.1,6
7.4,0.34,14.9,70,169,10.4,6
6.1,0.16,6,29,144,10.7,6
6.3,0.1,6,25,107,10.5,7
6.2,0.45,7.2,47,202,9.2,5
6,0.33,3,5,85,11.5,4
7.6,0.48,1.2,5,57,10.4,3
7.2,0.2,2,43,188,12,6
7,0.32,4.9,41,150,12.2,6
7.2,0.2,2,43,188,12,6
7,0.22,8.9,24,90,9.8,6
9.4,0.23,16.45,52.5,282,9.3,5
6.4,0.27,2,21,191,9.6,4
6.4,0.27,1.9,21,196,9.5,4
7,0.23,5.1,37,144,10.2,6
6.9,0.15,4.4,14,107,10.4,8
6.7,0.26,5.8,26,74,11,6
6.9,0.15,4.4,14,107,10.4,8
7.6,0.2,12.9,56,160,8.7,5
6.9,0.3,1.3,24,189,9.9,4
6.9,0.3,1.3,24,186,9.9,4
7.6,0.21,1.2,7,106,11.3,4
6.8,0.46,2.7,28,83,12,8
7,0.28,1.7,34,130,10.7,8
6.5,0.24,8.2,32,156,10.1,6
6.4,0.17,1.5,42,135,9.6,7
6.4,0.17,1.5,43,136,9.6,6
6.3,0.695,12.9,58,252,8.7,5
7,0.27,3.9,28,199,10.3,5
8.4,0.3,17.75,25,218,9.1,5
6.5,0.19,4.9,13,101,11.8,6
8,0.36,1.6,26,93,11.9,6
6.1,0.16,1.4,17,77,10.3,6
9.2,0.19,2,16,104,10,4
9.2,0.16,2,18,107,10.2,4
8,0.26,8.2,72,202,10,6
8.8,0.33,2.1,19,125,12.7,6
9.8,0.16,1.8,23,130,9.6,5
6.6,0.23,8.5,59,188,9.5,5
7.9,0.44,4.45,23,100,12.7,6
7.6,0.31,5.8,23,109,11,6
7.5,0.705,13,44,214,9.1,5
7.1,0.21,2.7,23,111,10.2,4
7,0.16,7.3,30,220,10.1,6
8,0.27,19.1,50,208,9.2,6
6.3,0.38,8.8,50,212,9.4,4
7.1,0.21,2.7,23,111,10.2,4
6.2,0.38,7.4,28,195,9.2,4
8.2,0.24,2.3,23,106,10,5
7,0.16,6.85,30,220,10.1,6
7.3,0.815,11.4,45,204,9,5
6.3,0.41,0.9,25,98,9.5,5
6.1,0.36,19.35,67,207,9.1,5
8.1,0.4,7.9,23,118,13.3,7
6.8,0.26,11.75,53,198,9.5,5
6.2,0.44,7.7,28,210,9.2,5
7.2,0.24,3,17,117,10.1,6
6.2,0.44,7.7,28,210,9.2,5
7.2,0.24,3,17,117,10.1,6
7.3,0.22,1.5,32,172,11.2,6
8.1,0.34,7.5,70,230,9.8,6
7.3,0.22,1.5,32,172,11.2,6
8.1,0.34,7.5,70,230,9.8,6
6.4,0.28,8.3,61,195,9.4,5
6.3,0.29,7.05,50,177,9,5
6.4,0.27,8.4,60,198,9.4,5
7.4,0.35,13.9,63,229,8.9,6
8.3,0.28,17.5,48,253,9.1,6
6.4,0.35,5.6,9,148,9.8,4
6.9,0.43,9.4,29,183,9.4,5
8,0.26,4.8,34,150,10,6
6.9,0.43,9.4,29,183,9.4,5
7.3,0.27,9.7,36,130,9.9,6
6.8,0.46,6.3,49,159,10,5
7.2,0.2,1.6,13,168,11.5,6
7.6,0.285,14.6,32,201,9.2,5
6.6,0.32,2.5,40,219.5,10,5
7.6,0.285,14.6,32,201,9.2,5
6.6,0.34,2.6,40.5,210,10,5
6.6,0.32,2.5,40,210,10,5
6.5,0.27,8.2,21,133,9.8,6
6.6,0.26,1.5,19,114,10.5,6
6.7,0.27,2.3,61,181,10.6,6
6.6,0.56,10,38,157,9.4,5
6.6,0.56,10,38,157,9.4,5
7.3,0.19,1.6,35,136,11,7
6.3,0.2,1.6,36,141,10.8,6
7.1,0.29,16,58,201,9,5
7.8,0.32,10.4,47,194,9.6,6
8.1,0.33,7.4,36,156,10.6,6
8.1,0.33,7.4,36,156,10.6,6
7.8,0.32,10.4,47,194,9.6,6
6.6,0.33,16.05,31,147,9.2,5
6.6,0.33,16.05,31,147,9.2,5
8.2,0.26,2.6,11,71,9.5,5
8.3,0.25,2.5,12,72,9.5,5
7,0.26,10.8,37,184,10.3,7
6,0.26,1.2,35,124,8.8,5
7.5,0.28,12.1,53,161,8.7,5
7.5,0.27,11.95,51,159,8.7,5
7,0.28,1.7,27,128,10.2,6
5.2,0.16,0.8,26,77,10.1,6
6.8,0.34,1.4,29,118,9.5,5
7.6,0.25,1.3,34,176,9.5,5
5.6,0.35,6.3,23,174,11.6,7
8.8,0.24,10.3,12,97,10.7,6
6,0.29,15.55,20,142,10.1,6
6.1,0.27,1.5,17,83,11.1,7
7.4,0.56,1.5,19,117,9.8,5
6.8,0.29,1.4,52,148,9,6
6.1,0.27,1.5,17,83,11.1,7
6.3,0.27,7.9,58,215,9.5,6
6.6,0.24,13,18,143,9.4,6
6.8,0.32,1,22,113,10.2,5
6.4,0.37,4.85,39.5,216.5,9.8,6
6.2,0.26,7.1,54,201,9.5,6
6.3,0.27,7.9,58,215,9.5,6
6.4,0.3,7.5,55,191,9,5
8,0.28,7.6,61,204,10.1,6
6.7,0.24,10.3,37,122,8.8,5
7.9,0.27,1.7,25,122,11.9,6
7.9,0.27,1.7,25,122,11.9,6
6.1,0.28,19.95,32,174,9.3,6
7.7,0.39,7.7,11,110,10,6
6,0.2,5.3,49,201,9.5,5
6.1,0.28,19.95,32,174,9.3,6
7.6,0.31,12.7,20,139,9.7,4
7.6,0.31,12.7,20,139,9.7,4
6.3,0.18,1.5,45,155,10.2,5
8.6,0.23,11.3,13,96,10.8,5
6.8,0.21,18.1,32,133,8.8,5
6.8,0.21,18.1,32,133,8.8,5
6.9,0.26,7,37,175,11.4,6
6.8,0.21,18.1,32,133,8.8,5
6.4,0.31,6.4,39,191,9.8,5
8.6,0.34,1.4,11,119,9.4,4
8.6,0.34,1.4,11,119,9.4,4
8.5,0.3,3.1,54,174,9.4,6
7.4,0.4,14.1,37,194,9.4,6
6.6,0.32,7.7,63,212,9.7,6
7.1,0.34,5.2,36,140,12.3,7
6.6,0.26,11.6,45,178,9.8,6
8,0.27,10.4,18,134,9,5
6.2,0.28,7.5,46,203,9.2,6
6.2,0.3,11.2,68,215,9.4,6
5.6,0.175,0.8,20,67,9.9,6
6.9,0.34,1.4,13,145,9.8,5
6.9,0.34,4.7,34,148,12.3,7
7.1,0.12,3.1,15,37,11.9,7
7.1,0.32,4,33,170,10.2,6
7.3,0.51,11.3,61,224,9.5,6
7.1,0.12,3.1,15,37,11.9,7
6.3,0.24,8.1,67,216,9.2,5
7.5,0.41,14.8,28,174,9.7,5
6.5,0.18,1.4,35,138,11.5,7
7.3,0.17,8.1,32,162,10.4,8
8.2,0.2,3.5,41,174,11.6,5
7.5,0.41,14.8,28,174,9.7,5
7.3,0.17,8.1,32,162,10.4,8
6.5,0.18,1.4,35,138,11.5,7
7.3,0.16,1.5,29,108,10.2,6
6.4,0.16,1.5,27,109,9.8,6
6.6,0.42,12.8,26,158,9,5
5.8,0.3,1.6,57,163,10.5,6
6.7,0.54,7.1,8,178,9.4,4
6.7,0.54,7.1,8,178,9.4,4
6.4,0.22,11.2,53,149,10.8,5
6.8,0.23,1.7,19,95,10.7,7
9,0.26,6.7,21,162,10.6,6
6.5,0.23,17.3,15,110,9.2,6
5.9,0.28,8.6,30,142,9.5,6
5.9,0.28,8.6,30,142,9.5,6
6.2,0.27,1.5,20,111,10,5
9,0.29,12.1,34,177,10.6,5
9,0.26,6.7,21,162,10.6,6
8.9,0.27,10.7,19.5,166,10.6,5
6.5,0.23,17.3,15,110,9.2,6
6.9,0.32,1.8,28,117,11,6
7.2,0.22,1.4,17,159,11.2,6
6.7,0.5,7.5,26,175,9.6,5
6.2,0.33,4.8,27,128,9.4,5
6.3,0.26,7.1,62,209,9.5,6
7.5,0.2,16.9,51,188,9.3,5
6.2,0.33,4.8,27,128,9.4,5
6.3,0.26,7.1,62,209,9.5,6
6.6,0.36,11.3,8,110,9.4,5
6.3,0.13,1.1,63,146,11.2,7
6.4,0.15,1.2,67,150,11.2,7
6.3,0.13,1.1,63,146,11.2,7
7.6,0.23,12.9,54,170,8.8,5
6.4,0.15,1.2,67,150,11.2,7
6.3,0.13,1.1,63,146,11.2,7
5.7,0.255,1.2,17,137,9.4,5
6.9,0.32,2.3,11,103,11.1,6
6.9,0.28,10,36,131,9.6,5
6.9,0.32,2.3,11,103,11.1,6
5.7,0.255,1.2,17,137,9.4,5
6.6,0.41,1.4,28,160,10.6,6
7.3,0.37,14.9,59,240,8.9,5
6.9,0.21,1.8,17,80,12.3,7
6.6,0.24,1.8,39,132,11.4,5
6.8,0.28,7,60,207,9.6,6
6.6,0.24,8.6,25,135,10.3,6
6.6,0.24,1.8,39,132,11.4,5
7,0.16,1.1,29,80,12.1,6
7,0.14,1.3,10,56,9.9,5
6.3,0.34,4.9,31,185,9.7,5
6.8,0.26,1.9,70,154,10.5,5
6.7,0.17,10.4,85,182,8.9,6
6.5,0.27,10,74,227,9.4,5
6.7,0.25,8.6,63,206,9.6,5
5.8,0.3,1.7,45,104,12.6,7
6.4,0.28,1.7,49,106,9.2,6
7.7,0.3,18.95,36,174,10.4,5
6.8,0.18,12.8,19,171,9,7
6.8,0.18,12.8,19,171,9,7
6.8,0.18,12.8,19,171,9,7
6.8,0.18,12.8,19,171,9,7
6.8,0.18,12.8,19,171,9,7
6.8,0.18,12.8,19,171,9,7
5.1,0.14,0.7,15,89,9.2,6
6.8,0.18,12.8,19,171,9,7
7.2,0.615,1.4,25,154,9.7,4
6.9,0.13,13.3,47,132,10.1,6
6.7,0.34,8.5,24,152,11,7
7.3,0.32,1.5,32,144,10.8,5
6.3,0.21,11.7,49,147,10.8,5
5.4,0.5,5,12,107,13.5,7
8.2,0.52,1.2,18,167,10.6,5
7.8,0.28,2.1,28,208,9.8,5
6.4,0.22,1.4,56,115,11.7,6
7.8,0.28,2.1,28,208,9.8,5
6.9,0.32,16,58,185,9,6
6.8,0.11,1.1,51,132,11.3,7
6.2,0.26,15.3,64,185,9.4,5
6.4,0.22,1.4,56,115,11.7,6
6.7,0.3,2.8,37,107,11.3,7
6.7,0.3,2.8,37,107,11.3,7
7.1,0.2,0.9,4,28,12,6
7.2,0.2,2.5,22,157,10.6,6
8.9,0.26,8.1,47,202,10.8,6
7.5,0.25,8.2,53,209,10.8,6
